Date,return,S&P500,Interest_rate,net_value,cum_profit,benchmark,benchmark_return,Annu_return,algo_volatility,xret,ex_return,sharpe,IR,hit_rate,VaR,CVaR
2007-06-27,,1506.339966,0.0536,1.0,0.0,1.0,,,,,,,,0.0,,
2007-06-28,-0.0004182793427940116,1505.709961,0.0536,0.999581720657206,-0.6300049999999828,0.9995817643996574,-0.000418235600342598,-0.0066135771071370725,,-0.0006326793427940116,-4.374245141363503e-08,,,0.0,0.0066135771071370725,
2007-06-29,-0.0015679717630098105,1503.349976,0.0536,0.9980144047443947,-2.9899900000000343,0.9980150629555825,-0.0015673569685575874,-0.015702693748420416,0.012853952024093897,-0.0017823717630098105,-6.147944522231011e-07,-33.21350139289811,-18.233685687249125,0.0,0.023882898725575426,0.02479181038970376
2007-07-02,0.010667764421973144,1519.430054,0.0536,1.0086609873039436,13.090087999999923,1.0086899958146631,0.010696164071379058,0.045755592693627584,0.1068362062153899,0.010453364421973144,-2.8399649405914593e-05,7.6791094184939075,-11.571983684521182,0.0,0.022973987061447092,0.02479181038970376
2007-07-03,0.0035770540984776515,1524.869995,0.0536,1.0122690222225537,18.530029000000013,1.0123013592006096,0.0035802510195709607,0.04845624235125771,0.0873984592157736,0.0033626540984776515,-3.196921093309279e-06,9.414284394902415,-10.804244855165345,0.0,0.022065075397318758,0.02479181038970376
2007-07-05,0.00034755943409053847,1525.400024,0.0536,1.0126208458710646,19.060058000000026,1.012653224657255,0.00034758963173111835,0.03986407331501144,0.07808965903822078,0.00013315943409053846,-3.0197640579884746e-08,8.256884462211293,-9.25332628307203,0.0,0.021156163733190424,0.02479181038970376
2007-07-06,0.0033012738299147875,1530.439941,0.0536,1.015963784569165,24.099975000000086,1.0159990278051216,0.003303996932413874,0.04191968149787457,0.07002677365817438,0.0030868738299147875,-2.7231024990865237e-06,9.529988158633126,-9.073372629076742,0.0,0.02024725206906209,0.02479181038970376
2007-07-09,0.0009211145017178741,1531.849976,0.0536,1.0168996035443516,25.510009999999966,1.016935094716859,0.0009213265821321795,0.0380117411490636,0.06475616965612908,0.0007067145017178741,-2.120804143053998e-07,9.130858928791165,-8.272437295049256,0.0,0.019338340404933752,0.02479181038970376
2007-07-10,-0.014236237457681458,1510.119995,0.0536,1.002422779317672,3.780029000000013,1.0025094129381946,-0.014185449841988988,0.005123438707131677,0.1106681226214354,-0.014450637457681458,-5.0787615692469285e-05,0.2647655845547253,-9.656039722744223,0.0,0.15498867458755097,0.22509467838639177
2007-07-11,0.0057132570251894966,1518.76001,0.0536,1.0081498783038187,12.420043999999962,1.0082451798932088,0.005721409575799987,0.014591337216093044,0.10734651421246925,0.0054988570251894965,-8.152550610490347e-06,1.7499662695552176,-9.954692611179695,0.0,0.14497353118771655,0.22509467838639177
2007-07-12,0.018965343420012486,1547.699951,0.0536,1.0272697869646945,41.35998500000005,1.0274572712226637,0.019054979594834064,0.043119044401747166,0.13557732515386064,0.018750943420012486,-8.963617482157793e-05,4.883938950823808,-10.19398182924629,0.0,0.1349583877878822,0.22509467838639177
2007-07-13,0.0030990082712899236,1552.5,0.0536,1.0304533045313442,46.160033999999996,1.030643835416898,0.003101407993777079,0.04365364246748704,0.12863216445469192,0.0028846082712899236,-2.399722487155323e-06,5.190751570989516,-9.70879461192463,0.0,0.12494324438804778,0.22509467838639177
2007-07-16,-0.001920394093036669,1549.52002,0.0536,1.028474428092172,43.18005399999993,1.0286655436187238,-0.0019194718196457277,0.037485497537225965,0.12449330427093154,-0.0021347940930366693,-9.222733909413847e-07,4.522887770835793,-9.213006878168482,0.0,0.11799285845648153,0.22509467838639177
2007-07-17,-9.682264808747667e-05,1549.369995,0.0536,1.0283748484745538,43.03002900000001,1.0285659479076716,-9.682030439334832e-05,0.03448423615088344,0.11968346857338238,-0.0003112226480874767,-2.34369412835118e-09,4.27560246279925,-8.738342257194123,0.0,0.10825632937194422,0.22509467838639177
2007-07-18,-0.002066391838408448,1546.170044,0.0536,1.0262498230808415,39.83007799999996,1.0264416259934777,-0.002065323977053021,0.02968732473019416,0.11638050232136582,-0.002280791838408448,-1.0678613554270834e-06,3.7076123594307013,-8.390445013011842,0.0,0.10002027786543535,0.22509467838639177
2007-07-19,0.004464072218202553,1553.079956,0.0536,1.030831076404992,46.739990000000034,1.0310288454498857,0.004469050494681714,0.032413715031181296,0.11264306776680906,0.004249672218202553,-4.978276479160847e-06,4.216972039267997,-8.289579564435474,0.0,0.09039917013305407,0.22509467838639177
2007-07-20,-0.012258509089105378,1534.099976,0.0536,1.018194624285549,27.760009999999966,1.0184287814348543,-0.01222086469320211,0.018273854891904664,0.12264393034712158,-0.012472909089105378,-3.7644395903268374e-05,1.9817773137446113,-9.299621634677695,0.0,0.20164170499453157,0.22509467838639177
2007-07-23,0.004863376686574983,1541.569946,0.0536,1.0231464882836954,35.22998000000007,1.0233878014227766,0.0048692849989330125,0.02172225973618668,0.11959763053377732,0.004648976686574983,-5.908312358029848e-06,2.4982092293944116,-9.220256288000689,0.0,0.20007817343507422,0.22509467838639177
2007-07-24,-0.019903793358534323,1511.040039,0.0536,1.0027819920053866,4.700072999999975,1.0031201940505374,-0.01980442540360744,0.0030317672257594045,0.14053549934930568,-0.020118193358534323,-9.93679549268836e-05,-0.04146814212455264,-9.724902874621526,0.0,0.23853646744615864,0.31470660545150425
2007-07-25,0.00466018718869615,1518.089966,0.0536,1.0074551437975854,11.75,1.0078003639717543,0.004665612305459284,0.0067503073294080465,0.13753441400991923,0.00444578718869615,-5.425116763133758e-06,0.396901852818221,-9.570483754533965,0.0,0.23405587109290302,0.31470660545150425
2007-07-26,-0.02347682076421693,1482.660034,0.0536,0.983803299958661,-23.679932000000008,0.9842798222615837,-0.023338492970448863,-0.012147264495677441,0.1583114509611312,-0.023691220764216932,-0.00013832779376806922,-1.5920963965370523,-9.711663852391542,0.0,0.3175313316375441,0.3712011291723017
